"sample_name","sample_id_PPR","unique_replicate_id","RUSH ID #","batch_id","sample_id","replicate_id","RUSH Project Batch Name","figure","Figure","George Figure number","experiment_type","sampling_device","bar_name","location","environment","extraction_method","control_type","environmental_sample","control_sample","dna_kit","microbial_type","sample_reads","bar_fill","bar_type_2","bar_type","bar_color","bar_axis_2","bar_axis","percent_recovery_dpcr","percent_recovery_qpcr","copies_original_dpcr_log10","copies_original_qpcr_log10","copies_rxn_dpcr_log10","copies_rxn_qpcr_log10","copies_original_dpcr","copies_original_qpcr","copies_rxn_dpcr","copies_rxn_qpcr","16s_rrna_copy_sample","16s_rrna_copy_rxn","cq_se_rxn","cq_sd_rxn","cq_mean_rxn","quantity_sd_ng_rxn","quantity_mean_sample","quantity_mean_ng_rxn","qpcr_volume_ul","dna_eluent_volume_ul","cell_count_estimate","cell_concentration","surface_area_cm2","processing_volume_ul","processing_solution","concentrated","sample_type","extraction_handling","sample_number","date","Total Copies in Orginal Sample (50uL) [dPCR copies*dil*50]","Total Copies in Undiluted Sample (1 µL) [Dil*dPCR Copies]","Final Dilution ","Digital Comments","Copies in Sample [dPCR]","Conversion factor","Total volume [¬µl]","Template volume [¬µl]","Volume per well [¬µl]","Threshold","Partitions (Negative)","Partitions (Positive)","Partitions (Valid)","CI (95%)","Conc. [cp/¬µL] (dPCR reaction)","Exp Type","Cell Count (Cells/50 ¬µL","Sample Description","DNA Qubit (ng/uL)","Project Name ID","Sequencing Name ID ","experiment","table_file","project_name"
"11_Asc_Re_1","053_PPR_11_Asc_Re_1_S308_L002","11-Asc-Re-1","11-Asc-Re-1","batch_11","11_Asc_Re_1","rep_1","2nd Exp - 450 - PPR - Green Set","4B","4B","Figure 4B [Blue Dots]","metal_deposition","cotton",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",11865842,"gray1",NA,NA,NA,NA,NA,3.44394874615494,"6.2755756126580025",4.92685670894969,6.03254154530953,3.22804086463963,4.6346015366375,"84500","1077808.3536457175","1690.6","43112.334145828703","1077808.3536457175","43112.334145828703","1.3677458045265401E-2","2.3690052252791374E-2","24.668310755380833","4.6479280538714094E-4","0.78300524320459397","3.1320209728183758E-2",2,50,"46059.131953211414","200000","25",100,"water","yes","2.00E+5","automated",289,2024-01-04,"84500","1690.6","1",NA,1690.6,6,12,2,2.43,15.39,7627,639,8266,"7.7299999999999994E-2","281.8","Sampling Device","46059","Batch #11, ATCC MC, Cotton, Recovery, Sample #1","1.55E-2","053_PPR","053_PPR_11-Asc-Re-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Asc_Re_2","054_PPR_11_Asc_Re_2_S309_L002","11-Asc-Re-2","11-Asc-Re-2","batch_11","11_Asc_Re_2","rep_2","2nd Exp - 450 - PPR - Green Set","4B","4B","Figure 4B [Blue Dots]","metal_deposition","cotton",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",17683544,"gray1",NA,NA,NA,NA,NA,6.9877161889629,"10.558908567373717",5.23552844690755,6.25850700788708,3.53531944259792,4.86056699921504,"172000","1813455.938024553","3430.2","72538.237520982133","1813455.938024553","72538.237520982133","7.9577554909098625E-2","0.13783236824466094","23.844482475292864","4.5219613388068755E-3","1.3174378385459011","5.2697513541836043E-2",2,50,"77496.34344387654","200000","25",100,"water","yes","2.00E+5","automated",290,2024-01-04,"172000","3430.2","1",NA,3430.2,6,12,2,2.458,15.39,7009,1258,8267,"5.5300000000000002E-2","571.70000000000005","Sampling Device","77496","Batch #11, ATCC MC, Cotton, Recovery, Sample #2","2.6499999999999999E-2","054_PPR","054_PPR_11-Asc-Re-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Asc_Re_3","055_PPR_11_Asc_Re_3_S310_L002","11-Asc-Re-3","11-Asc-Re-3","batch_11","11_Asc_Re_3","rep_3","2nd Exp - 450 - PPR - Green Set","4B","4B","Figure 4B [Blue Dots]","metal_deposition","cotton",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",8318974,"gray1",NA,NA,NA,NA,NA,2.62299089409033,"2.0721928610311404",4.80888586735981,5.55131815184221,3.10978096801358,4.15337814317018,"64400","355891.93945484486","1287.5999999999999","14235.677578193796","355891.93945484486","14235.677578193796","0.13903886028250356","0.24082237023576658","26.442673451690208","1.5074437040743292E-3","0.2585480560294437","1.0341922241177748E-2",2,50,"15208.709178202571","200000","25",100,"water","yes","2.00E+5","automated",291,2024-01-04,"64400","1287.5999999999999","1",NA,1287.6,6,12,2,2.501,15.39,7758,505,8263,"8.7300000000000003E-2","214.6","Sampling Device","15209","Batch #11, ATCC MC, Cotton, Recovery, Sample #3","5.0000000000000001E-3","055_PPR","055_PPR_11-Asc-Re-3","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Asc_Re_4","056_PPR_11_Asc_Re_4_S311_L002","11-Asc-Re-4","11-Asc-Re-4","batch_11","11_Asc_Re_4","rep_4","2nd Exp - 450 - PPR - Green Set","4B","4B","Figure 4B [Blue Dots]","metal_deposition","cotton",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",13526666,"gray1",NA,NA,NA,NA,NA,11.8112000651877,"5.7567081550175763",5.46239799789896,5.99506219147356,3.76327821101898,4.59712218280152,"290000","988694.66674315429","5798","39547.786669726171","988694.66674315429","39547.786669726171","9.425401272215396E-2","0.163252738852014","24.811074663348322","2.9620231823476771E-3","0.71826601210661745","2.87306404842647E-2",2,50,"42250.941888624555","200000","25",100,"water","yes","2.00E+5","automated",292,2024-01-04,"290000","5798","1",NA,5798,6,12,2,2.614,15.39,6107,2111,8218,"4.2999999999999997E-2","966.3","Sampling Device","42251","Batch #11, ATCC MC, Cotton, Recovery, Sample #4","1.4500000000000001E-2","056_PPR","056_PPR_11-Asc-Re-4","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Asm_Re_1","057_PPR_11_Asm_Re_1_S312_L002","11-Asm-Re-1","11-Asm-Re-1","batch_11","11_Asm_Re_1","rep_1","2nd Exp - 450 - PPR - Green Set","4B","4B","Figure 4B [Red Dots]","metal_deposition","macrofoam",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",15436338,"gray3",NA,NA,NA,NA,NA,13.2139583206014,"7.2770861798205484",5.51054501020661,6.09684549681228,3.81201711773154,4.69890548814024,"324000","1249814.3212536927","6486.6","49992.572850147706","1249814.3212536927","49992.572850147706","0.11117637698157536","0.19256313353351953","24.440572979519469","4.5147256450086938E-3","0.90796398382296073","3.6318559352918431E-2",2,50,"53409.646107232984","200000","25",100,"water","yes","2.00E+5","automated",293,2024-01-04,"324000","6486.6","1",NA,6486.6,6,12,2,2.632,15.39,5886,2337,8223,"4.1000000000000002E-2","1081.0999999999999","Sampling Device","53410","Batch #11, ATCC MC, Macrofoam, Recovery, Sample #1","1.7999999999999999E-2","057_PPR","057_PPR_11-Asm-Re-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Asm_Re_2","058_PPR_11_Asm_Re_2_S313_L002","11-Asm-Re-2","11-Asm-Re-2","batch_11","11_Asm_Re_2","rep_2","2nd Exp - 450 - PPR - Green Set","4B","4B","Figure 4B [Red Dots]","metal_deposition","macrofoam",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",17766032,"gray3",NA,NA,NA,NA,NA,30.9890199433682,"11.205535124997285",5.88138465677057,6.28432057995282,4.18219202659528,4.88638057128078,"761000","1924511.8074001225","15212.2","76980.472296004911","1924511.8074001225","76980.472296004911","2.8676279281353103E-2","4.9668772687338304E-2","23.746496889482966","1.7600986378587644E-3","1.3981176066285845","5.5924704265143385E-2",2,50,"82242.212154622626","200000","25",100,"water","yes","2.00E+5","automated",294,2024-01-04,"761000","15212.2","1",NA,15212.2,6,12,2,2.566,15.39,3854,4423,8277,"0.03","2535.4","Sampling Device","82242","Batch #11, ATCC MC, Macrofoam, Recovery, Sample #2","2.8000000000000001E-2","058_PPR","058_PPR_11-Asm-Re-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Asm_Re_3","059_PPR_11_Asm_Re_3_S314_L002","11-Asm-Re-3","11-Asm-Re-3","batch_11","11_Asm_Re_3","rep_3","2nd Exp - 450 - PPR - Green Set","4B","4B","Figure 4B [Red Dots]","metal_deposition","macrofoam",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",8591662,"gray3",NA,NA,NA,NA,NA,2.74806983234533,"1.7824712549740287",4.82930377283103,5.48591051360224,3.1300119496719,4.0879705049302,"67500","306133.2580981637","1349","12245.330323926544","306133.2580981637","12245.330323926544","5.9255758334646608E-2","0.10263398407663088","26.672623443998436","5.826880004917909E-4","0.22239941395829965","8.8959765583319864E-3",2,50,"13082.318468135274","200000","25",100,"water","yes","2.00E+5","automated",295,2024-01-04,"67500","1349","1",NA,1349,6,12,2,2.466,15.39,7738,521,8259,"8.6300000000000002E-2","224.8","Sampling Device","13082","Batch #11, ATCC MC, Macrofoam, Recovery, Sample #3","4.4999999999999997E-3","059_PPR","059_PPR_11-Asm-Re-3","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Asm_Re_4","060_PPR_11_Asm_Re_4_S315_L002","11-Asm-Re-4","11-Asm-Re-4","batch_11","11_Asm_Re_4","rep_4","2nd Exp - 450 - PPR - Green Set","4B","4B","Figure 4B [Red Dots]","metal_deposition","macrofoam",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",10347016,"gray3",NA,NA,NA,NA,NA,4.15490232027542,"4.5585483979807417",5.00860017176192,5.89371454872508,3.30954500329544,4.49577454005304,"102000","782914.882569785","2039.6","31316.5953027914","782914.882569785","31316.5953027914","0.1229164130225105","0.21289747243910895","25.186092531040913","2.9994806914288444E-3","0.56877129961135586","2.2750851984454232E-2",2,50,"33457.135271256229","200000","25",100,"water","yes","2.00E+5","automated",296,2024-01-04,"102000","2039.6","1",NA,2039.6,6,12,2,2.483,15.39,7487,781,8268,"7.0300000000000001E-2","339.9","Sampling Device","33457","Batch #11, ATCC MC, Macrofoam, Recovery, Sample #4","1.15E-2","060_PPR","060_PPR_11-Asm-Re-4","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_PCc_100_Ma_1","061_PPR_11_PCc_100_Ma_1_S316_L002","11-PCc-100-Ma-1","11-PCc-100-Ma-1","batch_11","11_PCc_100_Ma_1","rep_1","2nd Exp - 450 - PPR - Green Set","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",16513272,NA,NA,NA,NA,NA,NA,51.6164517509014,"NA",6.10380372095596,7.30786415894403,4.40377233180855,5.90992415027199,"1270000","20317214.183557279","25338","812688.56734229124","20317214.183557279","812688.56734229124","0.37019134602017501","0.64119021982925373","20.082240112491935","0.23442664909102257","14.760031483542679","0.59040125934170717",2,50,"868237.14609074581","200000","NA",100,"water","yes","2.00E+5","automated",297,2024-01-04,"1270000","25338","10","Repeated and diluted ",2533.8,6,12,2,2.889,16.38,7129,1099,8228,"5.8999999999999997E-2","422.3","Sampling Device","868237","Batch #11, Positive Control, Process 100 ¬µL, Maxwell, #1","0.29499999999999998","061_PPR","061_PPR_11-PCc-100-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_PCc_100_Ma_2","062_PPR_11_PCc_100_Ma_2_S317_L002","11-PCc-100-Ma-2","11-PCc-100-Ma-2","batch_11","11_PCc_100_Ma_2","rep_2","2nd Exp - 450 - PPR - Green Set","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",14422600,NA,NA,NA,NA,NA,NA,42.1316384526065,"NA",6.01283722470517,7.20741739613025,4.31559253379159,5.80947738745821,"1030000","16121943.548751306","20682","644877.74195005221","16121943.548751306","644877.74195005221","0.20981041708111808","0.3634023023417135","20.393593963113357","0.11290953702519997","11.712255046661287","0.46849020186645152",2,50,"688956.17921536986","200000","NA",100,"water","yes","2.00E+5","automated",298,2024-01-04,"1030000","20682","10","Repeated and diluted ",2068.2,6,12,2,2.889,16.38,7362,914,8276,"6.5000000000000002E-2","344.7","Sampling Device","688956","Batch #11, Positive Control, Process 100 ¬µL, Maxwell, #2","0.23400000000000001","062_PPR","062_PPR_11-PCc-100-Ma-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_PCc_100_Ma_3","063_PPR_11_PCc_100_Ma_3_S318_L002","11-PCc-100-Ma-3","11-PCc-100-Ma-3","batch_11","11_PCc_100_Ma_3","rep_3","2nd Exp - 450 - PPR - Green Set","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",15243532,NA,NA,NA,NA,NA,NA,23.6386970604412,"NA",5.76342799356294,6.89785041942089,4.06460772013063,5.49991041074885,"580000","7904063.477685296","11604","316162.53910741187","7904063.477685296","316162.53910741187","0.10498617802339645","0.18184139442899372","21.505808803471307","2.7035272301652501E-2","5.7421369250992669","0.22968547700397068",2,50,"337772.76029995689","200000","NA",100,"water","yes","2.00E+5","automated",299,2024-01-04,"580000","11604","10","Repeated and diluted ",1160.4,6,12,2,2.889,16.38,7751,526,8277,"8.5000000000000006E-2","193.4","Sampling Device","337773","Batch #11, Positive Control, Process 100 ¬µL, Maxwell, #3","0.115","063_PPR","063_PPR_11-PCc-100-Ma-3","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_PCc_100_Ma_4","064_PPR_11_PCc_100_Ma_4_S319_L002","11-PCc-100-Ma-4","11-PCc-100-Ma-4","batch_11","11_PCc_100_Ma_4","rep_4","2nd Exp - 450 - PPR - Green Set","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",16796776,NA,NA,NA,NA,NA,NA,62.6779930330624,"NA",6.18752072083646,7.21774388287173,4.4880992668944,5.8198038741997,"1540000","16509878.715560218","30768","660395.14862240863","16509878.715560218","660395.14862240863","0.18816644532524318","0.32591384358295244","20.3500283682753","0.10298304675227629","11.994081837674148","0.47976327350696596",2,50,"705534.22574553813","200000","NA",100,"water","yes","2.00E+5","automated",300,2024-01-04,"1540000","30768","10","Repeated and diluted ",3076.8,6,12,2,2.889,16.38,5627,1070,6697,"0.06","512.79999999999995","Sampling Device","705534","Batch #11, Positive Control, Process 100 ¬µL, Maxwell, #4","0.24","064_PPR","064_PPR_11-PCc-100-Ma-4","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_PCc_400_Ma_1","065_PPR_11_PCc_400_Ma_1_S320_L002","11-PCc-400-Ma-1","11-PCc-400-Ma-1","batch_11","11_PCc_400_Ma_1","rep_1","2nd Exp - 450 - PPR - Green Set","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",14245632,NA,NA,NA,NA,NA,NA,133.019617429567,"NA",6.51321760006794,7.23759583762284,4.81489987955585,5.8396558289508,"3260000","17282073.093381971","65298","691282.92373527889","17282073.093381971","691282.92373527889","6.3408341973939131E-2","0.1098264699225648","20.256830394544465","3.4307229146614555E-2","12.55506491463988","0.50220259658559518",2,50,"738533.23027293407","200000","NA",400,"water","yes","2.00E+5","automated",301,2024-01-04,"3260000","65298","10","Repeating from Green Set, E3 ",6529.8,6,12,2,2.889,15,5663,2531,8194,"3.9E-2","1088.3",NA,"738533.23","Batch #11, Positive Control, Process 400 ¬µL, Maxwell, #1","0.251","065_PPR","065_PPR_11-PCc-400-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_PCc_400_Ma_2","066_PPR_11_PCc_400_Ma_2_S321_L002","11-PCc-400-Ma-2","11-PCc-400-Ma-2","batch_11","11_PCc_400_Ma_2","rep_2","2nd Exp - 450 - PPR - Green Set","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",11735318,NA,NA,NA,NA,NA,NA,297.634908024201,"NA",6.86391737695786,7.36403190652915,5.16466805107041,5.96609189785712,"7310000","23122346.58031673","146106","924893.86321266927","23122346.58031673","924893.86321266927","8.5393020792123825E-2","0.14790505062374398","19.795733244987876","6.1211307965348162E-2","16.79790154375906","0.67191606175036245",2,50,"988111.85551523883","200000","NA",400,"water","yes","2.00E+5","automated",302,2024-01-04,"7310000","146106","10","Repeating from Green Set, F3",14610.6,6,12,2,2.889,15,3584,4608,8192,"0.03","2435.1",NA,"988111.86","Batch #11, Positive Control, Process 400 ¬µL, Maxwell, #2","0.33600000000000002","066_PPR","066_PPR_11-PCc-400-Ma-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_PCc_400_Ma_3","067_PPR_11_PCc_400_Ma_3_S322_L002","11-PCc-400-Ma-3","11-PCc-400-Ma-3","batch_11","11_PCc_400_Ma_3","rep_3","2nd Exp - 450 - PPR - Green Set","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",9438522,NA,NA,NA,NA,NA,NA,94.8603556804987,"NA",6.36735592102602,7.33402607847519,4.66806893381985,5.93608606980316,"2330000","21578739.810811505","46566","863149.5924324604","21578739.810811505","863149.5924324604","8.508393699610968E-2","0.14736970178525124","19.905584296864166","5.6495357755322079E-2","15.676503486413901","0.62706013945655603",2,50,"922147.26390670007","200000","NA",400,"water","yes","2.00E+5","automated",303,2024-01-04,"2330000","46566","10","Repeated and diluted ",4656.6,6,12,2,2.889,16.38,3828,1154,4982,"5.8000000000000003E-2","776.1","Sampling Device","922147","Batch #11, Positive Control, Process 400 ¬µL, Maxwell, #3","0.3135","067_PPR","067_PPR_11-PCc-400-Ma-3","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_PCc_400_Ma_4","068_PPR_11_PCc_400_Ma_4_S323_L002","11-PCc-400-Ma-4","11-PCc-400-Ma-4","batch_11","11_PCc_400_Ma_4","rep_4","2nd Exp - 450 - PPR - Green Set","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",12843446,NA,NA,NA,NA,NA,NA,94.4203385687221,"NA",6.3654879848909,7.16319021576556,4.66604973848052,5.76525020709352,"2320000","14560966.93796975","46350","582438.67751879001","14560966.93796975","582438.67751879001","3.5169936404503721E-2","6.0916116751566718E-2","20.527625254738354","1.6021054395185762E-2","10.578238162650889","0.42312952650603558",2,50,"622249.30368534639","200000","NA",400,"water","yes","2.00E+5","automated",304,2024-01-04,"2320000","46350","10","Repeated and diluted ",4635,6,12,2,2.889,16.38,6310,1892,8202,"4.4999999999999998E-2","772.5","Sampling Device","622249","Batch #11, Positive Control, Process 400 ¬µL, Maxwell, #4","0.21149999999999999","068_PPR","068_PPR_11-PCc-400-Ma-4","PPR","Merged_Genus_raw_abund.csv","PPR"
"12_NCw_100_Ma_1","069_PPR_12_NCw_100_Ma_1_S324_L002","12-NCw-100-Ma-1","12-NCw-100-Ma-1","batch_12","12_NCw_100_Ma_1","rep_1","2nd Exp - 450 - PPR - Green Set","2","2","Figure 2 [Bar 9]","extract_efficiency","NA","Water Only","NA","lab","mag_beads","water_control","no","yes","maxwell","NA",329122,"gray1","Mastermix","Mastermix","Water","Water","Water",NA,NA,3.09691001300806,2.96675010483332,1.39637372753651,1.56881009616128,"1250","926.29667437382409","24.91","37.051866974952972","926.29667437382409","37.051866974952972","0.73890999999999996","1.27983","35.8857","2.1035031705504264E-5","6.7293517474080738E-4","2.6917406989632296E-5",2,50,"39.584422043576907","NA","NA",100,"water","yes","water_control","automated",305,2024-01-09,"1250","24.91","1",NA,24.91,6,12,2,2.483,15.39,8260,10,8270,"0.88229999999999997","4.2","Extraction Efficiency","40","Batch #12, Negative Control Water, Process 100 ¬µL, Maxwell, #1","0","069_PPR","069_PPR_12-NCw-100-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"12_NCw_100_Ma_2","070_PPR_12_NCw_100_Ma_2_S325_L002","12-NCw-100-Ma-2","12-NCw-100-Ma-2","batch_12","12_NCw_100_Ma_2","rep_2","2nd Exp - 450 - PPR - Green Set","2","2","Figure 2 [Bar 9]","extract_efficiency","NA","Water Only","NA","lab","mag_beads","water_control","no","yes","maxwell","NA",1862,"gray1","Mastermix","Mastermix","Water","Water","Water",NA,NA,2.40483371661994,3.21649147371759,0.705863712283919,1.81855146504555,"254","1646.2336463441613","5.08","65.849345853766451","1646.2336463441613","65.849345853766451","0.36442999999999998","0.63121000000000005","34.655299999999997","1.7734677989061435E-5","1.1959543385122076E-3","4.78381735404883E-5",2,50,"70.350255206600451","NA","NA",100,"water","yes","water_control","automated",306,2024-01-09,"254","5.08","1",NA,5.08,6,12,2,2.433,15.39,8263,2,8265,"0.8","0.9","Extraction Efficiency","70","Batch #12, Negative Control Water, Process 100 ¬µL, Maxwell, #2","0","070_PPR","070_PPR_12-NCw-100-Ma-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"12_NCw_100_Qi_1","071_PPR_12_NCw_100_Qi_1_S326_L002","12-NCw-100-Qi-1","12-NCw-100-Qi-1","batch_12","12_NCw_100_Qi_1","rep_1","2nd Exp - 450 - PPR - Green Set","2","2","Figure 2 [Bar 9]","extract_efficiency","NA","Water Only","NA","lab","spin_column","water_control","no","yes","qiagen","NA",90,"gray1","Mastermix","Mastermix","Water","Water","Water",NA,NA,1.61278385671974,2.94998616133482,-0.0861861476162833,1.55204615266279,"41","891.22253913874874","0.82","35.648901565549949","891.22253913874874","35.648901565549949","0.25113000000000002","0.43496000000000001","35.656100000000002","7.0500446881473674E-6","6.4745454852647532E-4","2.5898181941059012E-5",2,50,"38.085561678027958","NA","NA",100,"water","yes","water_control","manual",307,2024-01-09,"41","0.82","1",NA,0.82,6,12,2,2.501,15.39,8273,0,8273,"1.4750000000000001","0.1","Extraction Efficiency","38","Batch #12, Negative Control Water, Process 100 ¬µL, Qiagen, #1","0","071_PPR","071_PPR_12-NCw-100-Qi-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"12_NCw_100_Qi_2","072_PPR_12_NCw_100_Qi_2_S327_L002","12-NCw-100-Qi-2","12-NCw-100-Qi-2","batch_12","12_NCw_100_Qi_2","rep_2","2nd Exp - 450 - PPR - Green Set","2","2","Figure 2 [Bar 9]","extract_efficiency","NA","Water Only","NA","lab","spin_column","water_control","no","yes","qiagen","NA",312,"gray1","Mastermix","Mastermix","Water","Water","Water",NA,NA,2.63144376901317,2.86168361474858,0.931966114728173,1.46374360607655,"428","727.24980714066555","8.5500000000000007","29.089992285626618","727.24980714066555","29.089992285626618","0.15078","0.26114999999999999","35.975099999999998","3.1702794642665854E-6","5.2833178568761538E-4","2.1133271427504613E-5",2,50,"31.07834033456561","NA","NA",100,"water","yes","water_control","manual",308,2024-01-09,"428","8.5500000000000007","1",NA,8.55,6,12,2,2.655,15.39,8250,4,8254,"0.59099999999999997","1.4","Extraction Efficiency","31","Batch #12, Negative Control Water, Process 100 ¬µL, Qiagen, #2","0","072_PPR","072_PPR_12-NCw-100-Qi-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"12_NCw_400_Ma_1","073_PPR_12_NCw_400_Ma_1_S328_L002","12-NCw-400-Ma-1","12-NCw-400-Ma-1","batch_12","12_NCw_400_Ma_1","rep_1","2nd Exp - 450 - PPR - Green Set","2","2","Figure 2 [Bar 9]","extract_efficiency","NA","Water Only","NA","lab","mag_beads","water_control","no","yes","maxwell","NA",350,"gray1","Mastermix","Mastermix","Water","Water","Water",NA,NA,2.19589965240923,2.62240384437942,0.495544337546448,1.22446383570739,"157","419.18317653012775","3.13","16.767327061205108","419.18317653012775","16.767327061205108","0.52610000000000001","0.91122999999999998","37.066600000000001","6.9317305912669828E-6","3.0452781700570839E-4","1.2181112680228335E-5",2,50,"17.913401000335789","NA","NA",400,"water","yes","water_control","automated",309,2024-01-09,"157","3.13","1",NA,3.13,6,12,2,2.649,15.39,8218,1,8219,"1.3803000000000001","0.5","Extraction Efficiency","18","Batch #12, Negative Control Water, Process 400 ¬µL, Maxwell, #1","0","073_PPR","073_PPR_12-NCw-400-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
